Study ID,Authors,Title ,Publication year,Aims/objectives,Land-use type,Land-use description,,Site ID,Country,Latitude,Longitude,Sampling season,Sampling period,Catchment area,Stream surface area,Peat coverage,,Dissolved_CO2_or_pCO2_mean,Dissolved_CO2_or_pCO2_median,Dissolved_CO2_or_pCO2_min,Dissolved_CO2_or_pCO2_max,Dissolved_CO2_or_pCO2_se,Dissolved_CO2_or_pCO2_sd,14C-CO2_mean,14C-CO2_median,14C-CO2_min,14C-CO2_max,14C-CO2_se,14C-CO2_sd,13C-CO2_dissolved_mean,13C-CO2_dissolved_median,13C-CO2_dissolved_min,13C-CO2_dissolved_max,13C-CO2_dissolved_se,13C-CO2_dissolved_sd,Dissolved_CH4_mean_ug L-1,Dissolved_CH4_median_ug L-1,Dissolved_CH4_min_ug L-1,Dissolved_CH4_max_ug L-1,Dissolved_CH4_se_ug L-1,Dissolved_CH4_sd_ug L-1,13C-CH4_dissolved_mean,13C-CH4_dissolved_median,13C-CH4_dissolved_min,13C-CH4_dissolved_max,13C-CH4_dissolved_se,13C-CH4_dissolved_sd,DOC_conc_mean,DOC_conc_median,DOC_conc_min,DOC_conc_max,DOC_conc_se,DOC_conc_sd,14C-DOC_mean,14C-DOC_median,14C-DOC_min,14C-DOC_max,14C-DOC_se,14C-DOC_sd,13C-DOC_mean,13C-DOC_median,13C-DOC_min,13C-DOC_max,13C-DOC_se,13C-DOC_sd
7,"Moore S., Evans C.D., Page S.E., Garnett M.H., Jones T.G., Freeman C., Hooijer A., Wiltshire A.J., Limin S.H., Gauci V.",Deep instability of deforested tropical peatlands revealed by fluvial organic carbon fluxes,2013,To quantify the effect of peatland degradation on fluvial organic C loss,Degraded,"Drained, logged & burned",,PSF2_drained&degraded_dry,Indonesia,-2.289624,114.107414,Dry,Jun 2008-Jun 2009,,,,Canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.4,,,,,,97.7,,,0.6,,,,,,,,
7,"Moore S., Evans C.D., Page S.E., Garnett M.H., Jones T.G., Freeman C., Hooijer A., Wiltshire A.J., Limin S.H., Gauci V.",Deep instability of deforested tropical peatlands revealed by fluvial organic carbon fluxes,2013,To quantify the effect of peatland degradation on fluvial organic C loss,Degraded,"Drained, logged & burned",,PSF2_drained&degraded_wet,Indonesia,-2.289624,114.107414,Wet ,Jun 2008-Jun 2009,,,,Canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.7,,,,,,91.3,,,2.1,,,,,,,,
7,"Moore S., Evans C.D., Page S.E., Garnett M.H., Jones T.G., Freeman C., Hooijer A., Wiltshire A.J., Limin S.H., Gauci V.",Deep instability of deforested tropical peatlands revealed by fluvial organic carbon fluxes,2013,To quantify the effect of peatland degradation on fluvial organic C loss,Degraded,"Drained, logged & burned",,PSF3_severelydrained&degraded_wet,Indonesia,-2.273343,114.039566,Wet ,Jun 2008-Jun 2009,,,,Canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.9,,,,,,80.4,,,2.7,,,,,,,,
7,"Moore S., Evans C.D., Page S.E., Garnett M.H., Jones T.G., Freeman C., Hooijer A., Wiltshire A.J., Limin S.H., Gauci V.",Deep instability of deforested tropical peatlands revealed by fluvial organic carbon fluxes,2013,To quantify the effect of peatland degradation on fluvial organic C loss,Degraded,"Drained, logged & burned",,PSF3_severelydrained&degraded_dry,Indonesia,-2.273343,114.039566,Dry,Jun 2008-Jun 2009,,,,Canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.1,,,,,,85,,,0.6,,,,,,,,
7,"Moore S., Evans C.D., Page S.E., Garnett M.H., Jones T.G., Freeman C., Hooijer A., Wiltshire A.J., Limin S.H., Gauci V.",Deep instability of deforested tropical peatlands revealed by fluvial organic carbon fluxes,2013,To quantify the effect of peatland degradation on fluvial organic C loss,Degraded,"Drained, logged & burned",,OP_Active,Malaysia,,,,,,,,Canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,,,,,,59.4,,,,,,,,,,,
7,"Moore S., Evans C.D., Page S.E., Garnett M.H., Jones T.G., Freeman C., Hooijer A., Wiltshire A.J., Limin S.H., Gauci V.",Deep instability of deforested tropical peatlands revealed by fluvial organic carbon fluxes,2013,To quantify the effect of peatland degradation on fluvial organic C loss,Degraded,"Drained, logged & burned",,OP_Abandonned,Malaysia,,,,,,,,Canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,67.3,,,,,,,,,,,
7,"Moore S., Evans C.D., Page S.E., Garnett M.H., Jones T.G., Freeman C., Hooijer A., Wiltshire A.J., Limin S.H., Gauci V.",Deep instability of deforested tropical peatlands revealed by fluvial organic carbon fluxes,2013,To quantify the effect of peatland degradation on fluvial organic C loss,Least Disturbed,Previously logged but intact,,PSF1_intact_wet,Indonesia,-2.316761,113.951645,Wet,Jun 2008-Jun 2009,,,,Canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.1,,,,,,108,,,0.1,,,,,,,,
7,"Moore S., Evans C.D., Page S.E., Garnett M.H., Jones T.G., Freeman C., Hooijer A., Wiltshire A.J., Limin S.H., Gauci V.",Deep instability of deforested tropical peatlands revealed by fluvial organic carbon fluxes,2013,To quantify the effect of peatland degradation on fluvial organic C loss,Least Disturbed,Previously logged but intact,,PSF1_intact_dry,Indonesia,-2.316761,113.951645,Dry,Jun 2008-Jun 2009,,,,Canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,109.1,,,0.3,,,,,,,,
8,"Jauhiainen J., Silvennoinen H.",Diffusion GHG fluxes at tropical peatland drainage canal water surfaces,2012,To quantify the overall peat derived GHG fluxes from drainage canals as affected by land use and canal management,Degraded,Drained PSF,,Kalimantan_settled_dry,Indonesia,-2.340761,114.037911,Dry,39326,,,,Canal,,,,,,,,,,,,,,,,,,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"Jauhiainen J., Silvennoinen H.",Diffusion GHG fluxes at tropical peatland drainage canal water surfaces,2012,To quantify the overall peat derived GHG fluxes from drainage canals as affected by land use and canal management,Degraded,Drained PSF,,Kalimantan_settled_wet,Indonesia,-2.340761,114.037911,Wet,39539,,,,Canal,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"Jauhiainen J., Silvennoinen H.",Diffusion GHG fluxes at tropical peatland drainage canal water surfaces,2012,To quantify the overall peat derived GHG fluxes from drainage canals as affected by land use and canal management,Managed,Acacia plantation,,Kampar_settled_dry,Indonesia,0.43525,101.883722,Dry,39326,,,,Canal,,,,,,,,,,,,,,,,,,2209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"Jauhiainen J., Silvennoinen H.",Diffusion GHG fluxes at tropical peatland drainage canal water surfaces,2012,To quantify the overall peat derived GHG fluxes from drainage canals as affected by land use and canal management,Managed,Acacia plantation,,Kampar_settled_wet,Indonesia,0.43525,101.883722,Wet,39539,,,,Canal,,,,,,,,,,,,,,,,,,1515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"Jauhiainen J., Silvennoinen H.",Diffusion GHG fluxes at tropical peatland drainage canal water surfaces,2012,To quantify the overall peat derived GHG fluxes from drainage canals as affected by land use and canal management,Managed,Acacia plantation,,Kampar_disturbed_dry,Indonesia,0.43525,101.883722,Dry,39326,,,,Canal,,,,,,,,,,,,,,,,,,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"Jauhiainen J., Silvennoinen H.",Diffusion GHG fluxes at tropical peatland drainage canal water surfaces,2012,To quantify the overall peat derived GHG fluxes from drainage canals as affected by land use and canal management,Managed,Acacia plantation,,Kampar_disturbed_wet,Indonesia,0.43525,101.883722,Wet,39539,,,,Canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"Miyamoto E., Matsuda S., Ando H., Kakuda K.-I., Jong F.-S., Watanabe A.",Effect of sago palm (Metroxylon sagu Rottb.) cultivation on the chemical properties of soil and water in tropical peat soil ecosystem,2009,"In the present study, we examined the effects of sago palm cultivation on the chemical properties of soil and water in an Indonesian peatland, with focusing on metallic elements.",Managed,Sago palm plantation,,Tebing Tinggi,Indonesia,0.833319,102.907163,,,,,,Canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.6,,69.8,103.8,,,,,,,,,,,,,,
12,"Cook S., Whelan M.J., Evans C.D., Gauci V., Peacock M., Garnett M.H., Kho L.K., Teh Y.A., Page S.E.",Fluvial organic carbon fluxes from oil palm plantations on tropical peatland,2018,"The main objectives of the study were (i) to quantify DOC and POC transfers in channels draining peatland oil palm plantations, (ii) to derive annual area-specific
TOC flux estimates from oil palm plantations for both the wet and dry seasons, and (iii) to establish the age and quality of the DOC being lost.",Managed,Oil Palm Plantation,,Sebungan_2nd_collection_drain,Malaysia,3.171401,113.362779,Wet & dry,Aug 2015 - Aug 2016,96.14,,,Canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.2,,,,0.8,,96.97666667,,,,,,,,,,,
12,"Cook S., Whelan M.J., Evans C.D., Gauci V., Peacock M., Garnett M.H., Kho L.K., Teh Y.A., Page S.E.",Fluvial organic carbon fluxes from oil palm plantations on tropical peatland,2018,"The main objectives of the study were (i) to quantify DOC and POC transfers in channels draining peatland oil palm plantations, (ii) to derive annual area-specific
TOC flux estimates from oil palm plantations for both the wet and dry seasons, and (iii) to establish the age and quality of the DOC being lost.",Managed,Oil Palm Plantation,,Sebungan_3rd_main_drain,Malaysia,3.171401,113.362779,Wet & dry,Aug 2015 - Aug 2016,96.14,,,Canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.1,,,,0.8,,,,,,,,,,,,,
12,"Cook S., Whelan M.J., Evans C.D., Gauci V., Peacock M., Garnett M.H., Kho L.K., Teh Y.A., Page S.E.",Fluvial organic carbon fluxes from oil palm plantations on tropical peatland,2018,"The main objectives of the study were (i) to quantify DOC and POC transfers in channels draining peatland oil palm plantations, (ii) to derive annual area-specific
TOC flux estimates from oil palm plantations for both the wet and dry seasons, and (iii) to establish the age and quality of the DOC being lost.",Managed,Oil Palm Plantation,,Sabaju_4_3rd_main_drain,Malaysia,3.16959,113.423617,Wet & dry,Aug 2015 - Aug 2016,16.38,,,Canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.3,,,,0.6,,,,,,,,,,,,,
12,"Cook S., Whelan M.J., Evans C.D., Gauci V., Peacock M., Garnett M.H., Kho L.K., Teh Y.A., Page S.E.",Fluvial organic carbon fluxes from oil palm plantations on tropical peatland,2018,"The main objectives of the study were (i) to quantify DOC and POC transfers in channels draining peatland oil palm plantations, (ii) to derive annual area-specific
TOC flux estimates from oil palm plantations for both the wet and dry seasons, and (iii) to establish the age and quality of the DOC being lost.",Managed,Oil Palm Plantation,,Sabaju_4_2nd_collection_drain,Malaysia,3.16959,113.423617,Wet & dry,Aug 2015 - Aug 2016,16.38,,,Canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.1,,,,0.6,,,,,,,,,,,,,
12,"Cook S., Whelan M.J., Evans C.D., Gauci V., Peacock M., Garnett M.H., Kho L.K., Teh Y.A., Page S.E.",Fluvial organic carbon fluxes from oil palm plantations on tropical peatland,2018,"The main objectives of the study were (i) to quantify DOC and POC transfers in channels draining peatland oil palm plantations, (ii) to derive annual area-specific
TOC flux estimates from oil palm plantations for both the wet and dry seasons, and (iii) to establish the age and quality of the DOC being lost.",Managed,Oil Palm Plantation,,Sabaju_1_2nd_collection_drain,Malaysia,3.227904,113.504389,Wet & dry,Aug 2015 - Aug 2016,25.26,,,Canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.1,,,,1.1,,,,,,,,,,,,,
12,"Cook S., Whelan M.J., Evans C.D., Gauci V., Peacock M., Garnett M.H., Kho L.K., Teh Y.A., Page S.E.",Fluvial organic carbon fluxes from oil palm plantations on tropical peatland,2018,"The main objectives of the study were (i) to quantify DOC and POC transfers in channels draining peatland oil palm plantations, (ii) to derive annual area-specific
TOC flux estimates from oil palm plantations for both the wet and dry seasons, and (iii) to establish the age and quality of the DOC being lost.",Managed,Oil Palm Plantation,,Sabaju_1_3rd_main_drain,Malaysia,3.227904,113.504389,Wet & dry,Aug 2015 - Aug 2016,25.26,,,Canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.7,,,,0.9,,,,,,,,,,,,,
12,"Cook S., Whelan M.J., Evans C.D., Gauci V., Peacock M., Garnett M.H., Kho L.K., Teh Y.A., Page S.E.",Fluvial organic carbon fluxes from oil palm plantations on tropical peatland,2018,"The main objectives of the study were (i) to quantify DOC and POC transfers in channels draining peatland oil palm plantations, (ii) to derive annual area-specific
TOC flux estimates from oil palm plantations for both the wet and dry seasons, and (iii) to establish the age and quality of the DOC being lost.",Managed,Oil Palm Plantation,,Sabaju_3_2nd_collection drain,Malaysia,3.196473,113.465453,Wet & dry,Aug 2015 - Aug 2016,17.14,,,Canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.2,,,,0.8,,,,,,,,,,,,,
12,"Cook S., Whelan M.J., Evans C.D., Gauci V., Peacock M., Garnett M.H., Kho L.K., Teh Y.A., Page S.E.",Fluvial organic carbon fluxes from oil palm plantations on tropical peatland,2018,"The main objectives of the study were (i) to quantify DOC and POC transfers in channels draining peatland oil palm plantations, (ii) to derive annual area-specific
TOC flux estimates from oil palm plantations for both the wet and dry seasons, and (iii) to establish the age and quality of the DOC being lost.",Managed,Oil Palm Plantation,,Sabaju_3_3rd_main_drain,Malaysia,3.196473,113.465453,Wet & dry,Aug 2015 - Aug 2016,17.14,,,Canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,1,,101.5433333,,,,,,,,,,,
13,"Moore S., Gauci V., Evans C.D., Page S.E.",Fluvial organic carbon losses from a Bornean blackwater river,2011,"Our study aims to quantify the export of organic carbon
in this river from the source (150 km inland) to the mouth
where it discharges into the Java Sea",Degraded,"Mixture of drained, logged & converted depending on which tributary",,Kalampangan_wet,Indonesia,-2.34911,114.00337,Wet,39873,,,100,Canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.3,,,,0.2,,,,,,,,,,,,,
13,"Moore S., Gauci V., Evans C.D., Page S.E.",Fluvial organic carbon losses from a Bornean blackwater river,2011,"Our study aims to quantify the export of organic carbon
in this river from the source (150 km inland) to the mouth
where it discharges into the Java Sea",Degraded,"Mixture of drained, logged & converted depending on which tributary",,Tlalau_wet,Indonesia,-2.701252,114.05614,Wet,39873,,,100,Canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.3,,,,0.4,,,,,,,,,,,,,
13,"Moore S., Gauci V., Evans C.D., Page S.E.",Fluvial organic carbon losses from a Bornean blackwater river,2011,"Our study aims to quantify the export of organic carbon
in this river from the source (150 km inland) to the mouth
where it discharges into the Java Sea",Degraded,"Mixture of drained, logged & converted depending on which tributary",,Garong_wet,Indonesia,-2.635591,114.071426,Wet,39873,,,100,Canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.2,,,,0.1,,,,,,,,,,,,,
13,"Moore S., Gauci V., Evans C.D., Page S.E.",Fluvial organic carbon losses from a Bornean blackwater river,2011,"Our study aims to quantify the export of organic carbon
in this river from the source (150 km inland) to the mouth
where it discharges into the Java Sea",Degraded,"Mixture of drained, logged & converted depending on which tributary",,Buntol_wet,Indonesia,-2.80646,113.970016,Wet,39873,,,100,Canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6,,,,0.2,,,,,,,,,,,,,
13,"Moore S., Gauci V., Evans C.D., Page S.E.",Fluvial organic carbon losses from a Bornean blackwater river,2011,"Our study aims to quantify the export of organic carbon
in this river from the source (150 km inland) to the mouth
where it discharges into the Java Sea",Degraded,"Mixture of drained, logged & converted depending on which tributary",,Kalampangan_dry,Indonesia,-2.34911,114.00337,Dry,39692,,,100,Canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3,,,,0.3,,,,,,,,,,,,,
13,"Moore S., Gauci V., Evans C.D., Page S.E.",Fluvial organic carbon losses from a Bornean blackwater river,2011,"Our study aims to quantify the export of organic carbon
in this river from the source (150 km inland) to the mouth
where it discharges into the Java Sea",Degraded,"Mixture of drained, logged & converted depending on which tributary",,Tlalau_dry,Indonesia,-2.701252,114.05614,Dry,39692,,,100,Canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,0.3,,,,,,,,,,,,,
13,"Moore S., Gauci V., Evans C.D., Page S.E.",Fluvial organic carbon losses from a Bornean blackwater river,2011,"Our study aims to quantify the export of organic carbon
in this river from the source (150 km inland) to the mouth
where it discharges into the Java Sea",Degraded,"Mixture of drained, logged & converted depending on which tributary",,Buntol_dry,Indonesia,-2.80646,113.970016,Dry,39692,,,100,Canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,0.5,,,,,,,,,,,,,
13,"Moore S., Gauci V., Evans C.D., Page S.E.",Fluvial organic carbon losses from a Bornean blackwater river,2011,"Our study aims to quantify the export of organic carbon
in this river from the source (150 km inland) to the mouth
where it discharges into the Java Sea",Degraded,"Mixture of drained, logged & converted depending on which tributary",,Pankoh_wet,Indonesia,-2.924893,113.891722,Wet,39873,,,100,Canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.1,,,,0.4,,,,,,,,,,,,,
13,"Moore S., Gauci V., Evans C.D., Page S.E.",Fluvial organic carbon losses from a Bornean blackwater river,2011,"Our study aims to quantify the export of organic carbon
in this river from the source (150 km inland) to the mouth
where it discharges into the Java Sea",Degraded,"Mixture of drained, logged & converted depending on which tributary",,Garong_dry,Indonesia,-2.635591,114.071426,Dry,39692,,,100,Canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.3,,,,0.3,,,,,,,,,,,,,
13,"Moore S., Gauci V., Evans C.D., Page S.E.",Fluvial organic carbon losses from a Bornean blackwater river,2011,"Our study aims to quantify the export of organic carbon
in this river from the source (150 km inland) to the mouth
where it discharges into the Java Sea",Degraded,"Mixture of drained, logged & converted depending on which tributary",,Sampang_canal_wet,Indonesia,-3.031018,113.75836,Wet,39873,,,100,Canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.4,,,,0.4,,,,,,,,,,,,,
13,"Moore S., Gauci V., Evans C.D., Page S.E.",Fluvial organic carbon losses from a Bornean blackwater river,2011,"Our study aims to quantify the export of organic carbon
in this river from the source (150 km inland) to the mouth
where it discharges into the Java Sea",Degraded,"Mixture of drained, logged & converted depending on which tributary",,Lumpur_wet,Indonesia,-3.159778,113.652927,Wet,39873,,,100,Canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.4,,,,0.1,,,,,,,,,,,,,
13,"Moore S., Gauci V., Evans C.D., Page S.E.",Fluvial organic carbon losses from a Bornean blackwater river,2011,"Our study aims to quantify the export of organic carbon
in this river from the source (150 km inland) to the mouth
where it discharges into the Java Sea",Degraded,"Mixture of drained, logged & converted depending on which tributary",,Pankoh_dry,Indonesia,-2.924893,113.891722,Dry,39692,,,100,Canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.5,,,,0.4,,,,,,,,,,,,,
